user_id,archetype,preferred_categories,issue_count,pr_count,push_count,repo_diversity,collab_density,label_diversity,sprint_velocity,recency_weight
u00286,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",26,3,6,7,0.783,21,11,0.948
u00287,scrum_team_member,"Agile/Scrum,Release Management",29,4,51,7,0.812,4,8,0.849
u00288,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",29,31,102,23,0.6,10,11,0.917
u00289,kanban_ops,"Kanban,Customer Support,Bug Triage",11,20,9,3,0.415,9,6,0.799
u00290,scrum_team_member,"Agile/Scrum,Release Management",50,8,42,7,0.599,17,12,0.829
u00291,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",25,2,8,17,0.973,9,9,0.843
u00292,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",27,18,48,3,0.846,25,13,0.888
u00293,kanban_ops,"Kanban,Customer Support,Bug Triage",5,6,12,2,0.682,8,3,0.63
u00294,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",42,3,6,6,0.81,12,19,0.923
u00295,ml_researcher,"Research,Open Source",8,5,13,4,0.42,1,2,0.822
u00296,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,21,42,19,0.43,10,12,0.777
u00297,scrum_team_member,"Agile/Scrum,Release Management",27,16,26,8,0.636,7,13,0.671
u00298,scrum_team_member,"Agile/Scrum,Release Management",53,13,39,7,0.883,4,5,0.822
u00299,solo_hacker,"Kanban,Open Source,Research",3,1,35,12,0.255,2,1,0.586
u00300,solo_hacker,"Kanban,Open Source,Research",3,4,27,33,0.242,1,15,0.314
u00301,ml_researcher,"Research,Open Source",3,3,23,2,0.339,3,1,0.793
u00302,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",86,2,3,7,0.945,26,14,0.888
u00303,ml_researcher,"Research,Open Source",6,15,49,5,0.332,1,1,0.764
u00304,scrum_team_member,"Agile/Scrum,Release Management",57,7,52,11,0.734,5,9,0.667
u00305,scrum_team_member,"Agile/Scrum,Release Management",52,9,68,6,0.667,4,3,0.716
u00306,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",35,19,218,28,0.372,5,13,0.675
u00307,solo_hacker,"Kanban,Open Source,Research",2,7,35,6,0.269,2,9,0.346
u00308,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",57,5,5,12,0.822,55,21,0.753
u00309,solo_hacker,"Kanban,Open Source,Research",5,1,49,12,0.191,2,18,0.799
u00310,solo_hacker,"Kanban,Open Source,Research",7,2,37,8,0.218,4,8,0.409
u00311,kanban_ops,"Kanban,Customer Support,Bug Triage",8,6,16,4,0.402,7,3,0.537
u00312,kanban_ops,"Kanban,Customer Support,Bug Triage",10,2,17,3,0.421,10,4,0.572
u00313,scrum_team_member,"Agile/Scrum,Release Management",28,7,50,5,0.764,3,23,0.641
u00314,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",61,2,11,8,0.735,14,22,0.85
u00315,solo_hacker,"Kanban,Open Source,Research",24,7,12,14,0.208,3,3,0.454
u00316,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,21,106,38,0.445,4,7,0.84
u00317,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",40,9,12,7,0.778,17,9,0.786
u00318,scrum_team_member,"Agile/Scrum,Release Management",26,60,38,13,0.647,7,5,0.871
u00319,solo_hacker,"Kanban,Open Source,Research",12,2,18,8,0.033,3,8,0.223
u00320,solo_hacker,"Kanban,Open Source,Research",10,1,47,6,0.163,3,6,0.289
u00321,solo_hacker,"Kanban,Open Source,Research",4,1,19,9,0.014,4,5,0.38
u00322,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",61,4,5,6,0.772,9,17,0.701
u00323,solo_hacker,"Kanban,Open Source,Research",4,2,41,38,0.143,2,3,0.554
u00324,scrum_team_member,"Agile/Scrum,Release Management",96,5,53,8,0.718,10,18,0.708
u00325,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",54,5,9,10,0.679,20,17,0.778
u00326,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,22,47,10,0.406,5,6,0.895
u00327,solo_hacker,"Kanban,Open Source,Research",6,3,16,5,0.155,5,5,0.682
u00328,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",50,1,8,15,0.912,16,13,0.982
u00329,solo_hacker,"Kanban,Open Source,Research",13,5,20,9,0.278,3,5,0.207
u00330,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",36,3,8,3,0.637,18,16,0.896
u00331,kanban_ops,"Kanban,Customer Support,Bug Triage",20,9,30,2,0.503,19,4,0.518
u00332,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",117,2,5,7,0.972,24,17,0.591
u00333,scrum_team_member,"Agile/Scrum,Release Management",94,9,39,4,0.51,4,9,0.657
u00334,solo_hacker,"Kanban,Open Source,Research",11,16,26,6,0.172,4,5,0.501
u00335,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",101,2,1,11,0.83,14,8,0.607
u00336,kanban_ops,"Kanban,Customer Support,Bug Triage",37,16,7,5,0.799,5,3,0.723
u00337,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",27,2,3,4,0.613,12,11,0.878
u00338,oss_contributor,"Open Source,Research",6,122,11,38,0.452,14,3,0.358
u00339,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,90,74,24,0.4,12,9,0.972
u00340,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",39,3,3,3,0.889,19,16,0.681
u00341,kanban_ops,"Kanban,Customer Support,Bug Triage",23,8,14,5,0.709,10,4,0.784
u00342,scrum_team_member,"Agile/Scrum,Release Management",17,11,21,7,0.554,5,7,0.751
u00343,kanban_ops,"Kanban,Customer Support,Bug Triage",6,19,13,3,0.716,10,4,0.803
u00344,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",3,32,52,7,0.622,10,5,0.88
u00345,solo_hacker,"Kanban,Open Source,Research",2,2,68,8,0.052,4,16,0.484
u00346,solo_hacker,"Kanban,Open Source,Research",3,3,19,15,0.112,6,12,0.51
u00347,kanban_ops,"Kanban,Customer Support,Bug Triage",15,2,12,2,0.777,6,4,0.566
u00348,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",9,5,20,3,0.816,50,19,0.779
u00349,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,12,103,33,0.601,8,6,0.861
u00350,solo_hacker,"Kanban,Open Source,Research",4,1,25,19,0.293,4,6,0.463
u00351,ml_researcher,"Research,Open Source",15,4,58,4,0.46,3,3,0.728
u00352,solo_hacker,"Kanban,Open Source,Research",6,2,52,19,0.043,3,7,0.629
u00353,scrum_team_member,"Agile/Scrum,Release Management",28,28,31,5,0.83,3,8,0.841
u00354,solo_hacker,"Kanban,Open Source,Research",1,3,83,31,0.072,3,4,0.597
u00355,scrum_team_member,"Agile/Scrum,Release Management",61,14,45,14,0.524,5,9,0.78
u00356,solo_hacker,"Kanban,Open Source,Research",2,5,54,9,0.271,6,5,0.341
u00357,kanban_ops,"Kanban,Customer Support,Bug Triage",18,8,7,7,0.793,8,2,0.87
u00358,scrum_team_member,"Agile/Scrum,Release Management",24,13,46,8,0.821,4,7,0.919
u00359,oss_contributor,"Open Source,Research",3,40,20,32,0.5,12,2,0.82
u00360,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",70,1,4,4,0.977,16,15,0.546
u00361,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",22,18,119,8,0.669,9,7,0.606
u00362,ml_researcher,"Research,Open Source",14,5,26,5,0.387,1,5,0.67
u00363,oss_contributor,"Open Source,Research",9,40,22,58,0.229,4,8,0.838
u00364,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",19,55,99,34,0.356,3,6,0.983
u00365,ml_researcher,"Research,Open Source",4,12,19,7,0.229,7,3,0.704
u00366,kanban_ops,"Kanban,Customer Support,Bug Triage",80,6,9,3,0.753,11,6,0.553
u00367,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",31,9,31,6,0.953,7,20,0.82
u00368,scrum_team_member,"Agile/Scrum,Release Management",7,16,43,4,0.631,11,12,0.927
u00369,solo_hacker,"Kanban,Open Source,Research",1,4,16,2,0.277,4,4,0.411
u00370,ml_researcher,"Research,Open Source",6,13,47,1,0.438,1,1,0.557
u00371,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",22,3,5,3,0.656,18,14,0.933
u00372,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",41,5,8,4,0.922,21,8,0.523
u00373,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",15,14,12,9,0.831,14,10,0.822
u00374,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,12,37,20,0.687,5,16,0.762
u00375,scrum_team_member,"Agile/Scrum,Release Management",26,15,24,7,0.646,4,10,0.733
u00376,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",26,12,36,8,0.73,7,19,0.911
u00377,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",17,7,43,12,0.425,11,4,0.925
u00378,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,31,102,11,0.547,3,16,0.906
u00379,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",138,3,5,9,0.604,22,7,0.969
u00380,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",79,3,6,8,0.964,12,8,0.622
u00381,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",9,15,80,17,0.666,7,7,0.878
u00382,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,13,92,13,0.685,5,4,0.663
u00383,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,48,42,17,0.66,4,8,0.624
u00384,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",16,35,54,33,0.665,6,4,0.688
u00385,kanban_ops,"Kanban,Customer Support,Bug Triage",8,5,26,2,0.637,7,3,0.853
u00386,scrum_team_member,"Agile/Scrum,Release Management",20,17,42,4,0.565,7,6,0.983
u00387,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",16,6,111,29,0.473,10,5,0.82
u00388,solo_hacker,"Kanban,Open Source,Research",1,1,51,15,0.167,5,3,0.685
u00389,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",23,13,43,8,0.941,11,9,0.75
u00390,solo_hacker,"Kanban,Open Source,Research",6,1,45,27,0.069,3,3,0.492
u00391,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",16,12,5,4,0.759,13,20,0.739
u00392,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",19,35,102,24,0.611,5,6,0.873
u00393,ml_researcher,"Research,Open Source",7,9,62,1,0.229,3,1,0.608
u00394,scrum_team_member,"Agile/Scrum,Release Management",94,26,34,8,0.8,5,12,0.937
u00395,kanban_ops,"Kanban,Customer Support,Bug Triage",66,3,6,4,0.447,7,4,0.647
u00396,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",27,18,68,17,0.415,8,9,0.773
u00397,ml_researcher,"Research,Open Source",5,4,26,3,0.24,2,2,0.469
u00398,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",31,19,16,10,0.891,24,12,0.985
u00399,oss_contributor,"Open Source,Research",14,21,29,26,0.336,3,2,0.335
u00400,oss_contributor,"Open Source,Research",8,23,14,35,0.35,6,3,0.85
u00401,kanban_ops,"Kanban,Customer Support,Bug Triage",18,4,25,4,0.709,16,7,0.596
u00402,oss_contributor,"Open Source,Research",5,67,72,35,0.225,3,2,0.522
u00403,solo_hacker,"Kanban,Open Source,Research",7,9,26,6,0.179,3,7,0.712
u00404,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",30,2,1,8,0.959,13,8,0.528
u00405,scrum_team_member,"Agile/Scrum,Release Management",36,24,54,4,0.72,4,6,0.919
u00406,scrum_team_member,"Agile/Scrum,Release Management",9,27,21,7,0.759,5,6,0.781
u00407,oss_contributor,"Open Source,Research",9,26,19,90,0.219,11,7,0.689
u00408,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",23,18,13,3,0.984,14,17,0.726
u00409,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,29,25,22,0.591,4,14,0.957
u00410,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",53,2,8,6,0.676,17,7,0.737
u00411,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",33,3,11,4,0.915,10,11,0.746
u00412,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",23,30,17,6,0.797,15,9,0.746
u00413,kanban_ops,"Kanban,Customer Support,Bug Triage",17,9,15,5,0.744,7,8,0.897
u00414,kanban_ops,"Kanban,Customer Support,Bug Triage",7,10,11,3,0.673,7,3,0.626
u00415,scrum_team_member,"Agile/Scrum,Release Management",65,20,38,7,0.831,4,7,0.92
u00416,kanban_ops,"Kanban,Customer Support,Bug Triage",13,8,24,3,0.407,11,3,0.719
u00417,oss_contributor,"Open Source,Research",6,32,11,31,0.206,6,2,0.864
u00418,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",57,1,4,9,0.827,17,8,0.742
u00419,scrum_team_member,"Agile/Scrum,Release Management",13,23,67,6,0.718,2,11,0.646
u00420,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,48,49,32,0.451,4,7,0.6
u00421,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",17,11,26,4,0.878,11,19,0.957
u00422,kanban_ops,"Kanban,Customer Support,Bug Triage",7,4,12,4,0.785,7,6,0.555
u00423,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",25,5,27,3,0.748,8,12,0.996
u00424,oss_contributor,"Open Source,Research",26,124,24,26,0.569,4,2,0.457
u00425,kanban_ops,"Kanban,Customer Support,Bug Triage",24,5,29,1,0.636,9,12,0.61
u00426,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",19,8,31,5,0.714,10,19,0.981
u00427,scrum_team_member,"Agile/Scrum,Release Management",37,19,34,11,0.552,5,9,0.731
u00428,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",91,1,7,7,0.944,12,8,0.716
u00429,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",21,5,4,6,0.946,17,7,0.814
u00430,scrum_team_member,"Agile/Scrum,Release Management",36,125,32,5,0.631,4,6,0.748
u00431,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",21,10,41,13,0.562,5,7,0.92
u00432,scrum_team_member,"Agile/Scrum,Release Management",20,28,99,3,0.884,4,6,0.997
u00433,solo_hacker,"Kanban,Open Source,Research",1,1,87,8,0.054,6,13,0.319
u00434,oss_contributor,"Open Source,Research",9,20,13,22,0.227,8,3,0.86
u00435,scrum_team_member,"Agile/Scrum,Release Management",18,26,26,6,0.877,3,12,0.926
u00436,kanban_ops,"Kanban,Customer Support,Bug Triage",18,6,11,5,0.528,6,7,0.845
u00437,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",34,5,1,9,0.949,23,15,0.693
u00438,oss_contributor,"Open Source,Research",12,18,19,28,0.231,3,8,0.325
u00439,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",57,4,9,17,0.973,18,14,0.626
u00440,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",15,7,29,3,0.904,14,25,0.987
u00441,solo_hacker,"Kanban,Open Source,Research",3,3,34,10,0.006,3,5,0.567
u00442,ml_researcher,"Research,Open Source",7,9,125,4,0.263,2,2,0.48
u00443,solo_hacker,"Kanban,Open Source,Research",4,1,27,18,0.196,6,3,0.243
u00444,solo_hacker,"Kanban,Open Source,Research",7,1,93,10,0.139,3,3,0.634
u00445,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",11,10,21,5,0.761,6,12,0.955
u00446,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",55,3,19,11,0.948,18,8,0.778
u00447,oss_contributor,"Open Source,Research",3,25,31,33,0.392,9,4,0.822
u00448,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",116,2,3,4,0.886,16,9,0.653
u00449,ml_researcher,"Research,Open Source",2,8,47,10,0.459,5,4,0.705
u00450,solo_hacker,"Kanban,Open Source,Research",10,4,9,5,0.017,5,8,0.316
u00451,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",22,3,3,3,0.974,17,9,0.585
u00452,oss_contributor,"Open Source,Research",38,13,22,103,0.573,7,6,0.829
u00453,kanban_ops,"Kanban,Customer Support,Bug Triage",17,28,9,3,0.753,15,3,0.599
u00454,kanban_ops,"Kanban,Customer Support,Bug Triage",77,2,17,2,0.44,8,7,0.575
u00455,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",42,6,43,8,0.816,15,19,0.875
u00456,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",46,4,9,7,0.764,16,8,0.822
u00457,oss_contributor,"Open Source,Research",8,42,32,29,0.581,4,4,0.494
u00458,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",10,25,13,6,0.888,7,14,0.958
u00459,kanban_ops,"Kanban,Customer Support,Bug Triage",15,5,11,3,0.621,8,5,0.641
u00460,scrum_team_member,"Agile/Scrum,Release Management",42,15,46,4,0.616,2,8,0.833
u00461,kanban_ops,"Kanban,Customer Support,Bug Triage",23,3,13,2,0.467,12,7,0.568
u00462,kanban_ops,"Kanban,Customer Support,Bug Triage",11,6,8,2,0.501,8,5,0.766
u00463,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",5,33,38,18,0.597,4,13,0.904
u00464,ml_researcher,"Research,Open Source",4,16,39,8,0.288,3,2,0.671
u00465,scrum_team_member,"Agile/Scrum,Release Management",29,17,24,5,0.514,3,6,0.968
u00466,kanban_ops,"Kanban,Customer Support,Bug Triage",6,2,25,5,0.52,9,9,0.674
u00467,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",20,11,23,3,0.898,12,16,0.817
u00468,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",22,8,23,4,0.702,7,13,0.949
u00469,scrum_team_member,"Agile/Scrum,Release Management",47,25,123,7,0.563,7,9,0.739
u00470,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,26,74,25,0.585,5,14,0.747
u00471,ml_researcher,"Research,Open Source",4,5,31,4,0.392,2,2,0.772
u00472,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",16,39,56,37,0.38,4,7,0.689
u00473,kanban_ops,"Kanban,Customer Support,Bug Triage",10,8,56,6,0.415,7,4,0.504
u00474,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",22,21,41,16,0.564,6,7,0.826
u00475,solo_hacker,"Kanban,Open Source,Research",2,3,80,19,0.114,3,4,0.438
u00476,ml_researcher,"Research,Open Source",6,18,22,6,0.407,1,3,0.689
u00477,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",21,5,21,5,0.751,10,9,0.97
u00478,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",76,4,7,4,0.739,21,35,0.526
u00479,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",26,5,13,11,0.816,46,12,0.507
u00480,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,82,40,39,0.456,6,13,0.684
u00481,scrum_team_member,"Agile/Scrum,Release Management",33,25,28,12,0.716,8,20,0.937
u00482,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",20,41,74,48,0.388,8,11,0.802
u00483,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",107,3,10,3,0.608,20,8,0.505
u00484,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",104,2,4,9,0.624,19,14,0.664
u00485,solo_hacker,"Kanban,Open Source,Research",9,4,15,32,0.149,2,7,0.56
u00486,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,14,107,95,0.691,10,7,0.86
u00487,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",29,2,3,9,0.654,17,12,0.928
u00488,ml_researcher,"Research,Open Source",5,9,21,4,0.221,4,2,0.809
u00489,ml_researcher,"Research,Open Source",9,9,29,10,0.231,4,2,0.69
u00490,kanban_ops,"Kanban,Customer Support,Bug Triage",26,17,13,3,0.702,10,5,0.611
u00491,kanban_ops,"Kanban,Customer Support,Bug Triage",20,4,35,5,0.757,5,3,0.509
u00492,oss_contributor,"Open Source,Research",38,136,9,20,0.409,2,4,0.748
u00493,scrum_team_member,"Agile/Scrum,Release Management",23,27,61,9,0.749,3,6,0.667
u00494,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",6,29,94,16,0.303,8,20,0.709
u00495,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",21,7,46,2,0.885,6,17,0.876
u00496,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",19,51,49,10,0.419,4,9,0.768
u00497,scrum_team_member,"Agile/Scrum,Release Management",28,21,44,5,0.568,6,14,0.654
u00498,oss_contributor,"Open Source,Research",8,11,23,21,0.333,2,4,0.752
u00499,scrum_team_member,"Agile/Scrum,Release Management",16,11,47,3,0.854,6,12,0.969
u00500,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",50,8,20,4,0.716,16,13,0.894
u00501,scrum_team_member,"Agile/Scrum,Release Management",18,8,58,9,0.622,4,10,0.673
u00502,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",15,24,57,15,0.345,7,17,0.969
u00503,ml_researcher,"Research,Open Source",5,9,42,4,0.328,3,5,0.535
u00504,scrum_team_member,"Agile/Scrum,Release Management",32,26,25,8,0.675,2,18,0.973
u00505,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",10,15,14,3,0.853,11,8,0.703
u00506,scrum_team_member,"Agile/Scrum,Release Management",50,11,61,5,0.502,5,7,0.851
u00507,oss_contributor,"Open Source,Research",12,30,40,37,0.491,9,3,0.74
u00508,scrum_team_member,"Agile/Scrum,Release Management",66,16,103,7,0.547,3,10,0.704
u00509,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,44,17,10,0.43,4,4,0.977
u00510,kanban_ops,"Kanban,Customer Support,Bug Triage",19,8,21,7,0.616,4,5,0.807
u00511,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,15,56,23,0.425,10,6,0.638
u00512,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",48,4,22,7,0.622,16,6,0.761
u00513,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,52,126,17,0.562,4,6,0.772
u00514,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",59,2,9,5,0.776,7,12,0.813
u00515,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",17,3,2,6,0.764,33,8,0.976
u00516,kanban_ops,"Kanban,Customer Support,Bug Triage",18,9,8,3,0.452,9,3,0.608
u00517,scrum_team_member,"Agile/Scrum,Release Management",40,45,54,5,0.89,2,9,0.721
u00518,scrum_team_member,"Agile/Scrum,Release Management",22,12,34,5,0.544,4,12,0.743
u00519,ml_researcher,"Research,Open Source",5,4,135,4,0.365,3,2,0.739
u00520,solo_hacker,"Kanban,Open Source,Research",9,5,9,6,0.005,2,1,0.312
u00521,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",19,22,104,20,0.592,10,4,0.931
u00522,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",67,12,34,4,0.824,15,19,0.978
